,cluster,pvals_adj,logfoldchanges,names,sample
511,2,6.71424636099378e-45,32.212666,GNAS_VIPR1,H1
512,2,8.103686465177557e-45,10.945977,FGF2_SDC1,H1
513,2,8.617962170235815e-45,29.710407,CXCL12_SDC4,H1
514,2,1.0021887446272338e-44,11.938575,CALM1_VIPR1,H1
515,2,1.0811790017470259e-44,14.427974,S100A4_EGFR,H1
516,2,1.2741707777983056e-44,18.809282,SAA1_TLR2,H1
517,2,1.2943531444730816e-44,8.938269,ANXA1_EGFR,H1
518,2,1.3305895316976516e-44,9.872632,LAMB1_ITGA6,H1
519,2,1.3891418376370128e-44,24.811085,GNAS_ADORA1,H1
520,2,1.4771289472609812e-44,11.702613,PDGFB_PDGFRB,H1
521,2,1.5640420840370691e-44,26.601608,CALM2_AQP1,H1
522,2,1.6830747801720144e-44,33.65929,AZGP1_ITGAV,H1
523,2,1.831182987519214e-44,17.468527,IL34_CSF1R,H1
524,2,2.1721778050588757e-44,6.843635,WNT7B_LRP5,H1
525,2,4.2996170956100743e-44,6.898778,TGFB1_ITGB8,H1
526,2,4.644017772681679e-44,13.874148,EFNB2_EPHB3,H1
527,2,4.843269859002285e-44,6.7882133,EFEMP1_EGFR,H1
528,2,6.100387789051598e-44,11.193376,LGALS9_MRC2,H1
529,2,6.100387789051598e-44,13.452918,GNAI2_CXCR2,H1
530,2,7.613422183010533e-44,17.092278,APOE_SDC2,H1
531,2,7.83896445529781e-44,5.5526705,EFNB2_EPHB6,H1
532,2,9.641199027202742e-44,7.7378035,EFNB2_PECAM1,H1
533,2,1.326104564893724e-43,7.2672305,ADCYAP1_VIPR1,H1
534,2,1.3889092437942274e-43,13.74022,CALM3_EGFR,H1
535,2,1.9111182962583834e-43,25.67136,GNAI2_ADORA1,H1
536,2,2.2136843277902295e-43,7.4780326,HRAS_SDC2,H1
537,2,2.3507389113083933e-43,19.809742,NRG1_ERBB2,H1
538,2,3.221697532289403e-43,6.5581446,THBS1_LRP5,H1
539,2,4.541646925712151e-43,10.974629,MMP2_SDC2,H1
540,2,4.960101552982728e-43,6.322375,CTF1_IL6ST,H1
541,2,5.261537277375794e-43,19.505941,CCL19_CCR10,H1
542,2,5.420916946854841e-43,10.288231,PDAP1_PDGFRB,H1
543,2,5.672165442764488e-43,19.80554,APOE_LRP5,H1
544,2,6.594396657367047e-43,20.657423,CALM3_AQP1,H1
545,2,7.293050791545949e-43,21.04515,LAMB3_ITGB4,H1
546,2,7.946732113431515e-43,22.583784,PTMA_VIPR1,H1
547,2,8.670659295306018e-43,13.457344,PIP_CD4,H1
548,2,8.946894406590032e-43,8.5759535,EFNB2_EPHB4,H1
549,2,1.1477677673122173e-42,7.2619095,PDGFA_PDGFRB,H1
550,2,1.1477677673122173e-42,8.04773,FGF1_CD44,H1
551,2,1.1477677673122173e-42,5.2439485,JAG1_NOTCH4,H1
552,2,1.3973968541641246e-42,12.960686,TFPI_SDC4,H1
553,2,1.49464611248399e-42,9.116866,DLK1_NOTCH2,H1
554,2,1.5717470518874698e-42,7.2234564,DLK1_NOTCH1,H1
555,2,1.8762902547457496e-42,13.95475,APP_LRP6,H1
556,2,2.3692809922310454e-42,13.311793,MIF_CD44,H1
557,2,2.5869083009226248e-42,18.00158,TIMP2_CD44,H1
559,2,2.98784119414092e-42,8.025785,TGFB1_SDC2,H1
561,2,5.927475724696208e-42,11.902879,LAMC1_ITGB4,H1
563,2,1.3159728838783804e-41,9.879286,LRIG1_EGFR,H1
565,2,1.9028315210049595e-41,5.5722537,FGF13_FGFR1,H1
566,2,1.9224139609646913e-41,7.1671453,VEGFA_EGFR,H1
567,2,5.254728503679741e-41,10.640913,LAMC2_ITGB4,H1
568,2,9.955113319979587e-41,5.6695695,FGF1_FGFR1,H1
569,2,1.1254690504585205e-40,5.5146575,MMP2_CCR2,H1
570,2,1.7524051449579727e-40,7.095168,ICAM1_EGFR,H1
572,2,4.372235535890378e-40,26.681896,VIM_CD44,H1
573,2,9.11240683427695e-40,13.385434,HLA-C_NOTCH4,H1
574,2,9.439199369886165e-40,11.07281,CALM2_EGFR,H1
575,2,1.0112221389367065e-39,8.957217,JAG1_NOTCH2,H1
576,2,1.169733030348506e-39,11.089674,ADAM10_AXL,H1
577,2,5.329303621991803e-39,6.577896,JAG2_NOTCH3,H1
578,2,1.0250699481381522e-38,8.083602,CALM1_EGFR,H1
579,2,1.5354962434610226e-38,16.173336,GAS6_AXL,H1
580,2,5.027557820138759e-38,6.0893416,ADCYAP1_RAMP3,H1
581,2,6.693395547814934e-38,5.8616395,LAMB1_ITGAV,H1
583,2,9.535833316165351e-38,7.7102036,DLK1_NOTCH3,H1
584,2,1.0546879600853862e-37,11.249825,VWF_SIRPA,H1
585,2,1.4836308041429167e-37,19.459465,CXCL12_CD4,H1
586,2,1.4878528193956459e-37,12.161878,MFGE8_ITGAV,H1
587,2,1.923992369267275e-37,17.76046,LAMB2_ITGB4,H1
588,2,4.634228588497841e-37,9.655329,JAM3_ITGB2,H1
589,2,9.259705783247393e-37,9.306852,LAMB1_ITGB4,H1
591,2,1.4225350935053845e-36,9.862326,CXCL12_CXCR4,H1
595,2,4.853009460359979e-36,7.89162,ADAM15_ITGAV,H1
596,2,5.456456775153319e-36,24.164818,SLPI_CD4,H1
597,2,6.904714502566987e-36,7.625405,RTN4_NGFR,H1
598,2,9.057560316919953e-36,11.046325,LGALS9_CD44,H1
599,2,1.3423616027706704e-35,6.1298265,JAG2_NOTCH4,H1
600,2,2.1320173878273558e-35,6.160503,ADAM12_SDC4,H1
601,2,5.005122457699149e-35,7.4483356,JAG2_NOTCH1,H1
602,2,1.1633845622054719e-34,8.252684,ZG16B_CXCR4,H1
605,2,1.9548618523635922e-34,8.929166,MMP7_SDC1,H1
606,2,2.697968311949828e-34,10.547476,EFNB1_EPHB4,H1
607,2,3.0124050242019175e-34,6.9801283,PDGFB_ITGAV,H1
608,2,3.231732609551254e-34,7.8146806,EFNA1_EPHB6,H1
609,2,3.4363964425404875e-34,12.531749,ADAM10_CD44,H1
610,2,6.346848118088415e-34,8.241864,HSP90AA1_EGFR,H1
611,2,7.467666282429667e-34,13.87993,PKM_CD44,H1
612,2,7.973500377837636e-34,10.36542,TIMP3_CD44,H1
615,2,6.43435718219237e-33,15.431292,COL1A2_CD44,H1
616,2,6.544197887181172e-33,8.580902,CDH1_EGFR,H1
617,2,7.387107564423337e-33,6.1929865,LAMC1_ITGAV,H1
618,2,1.729456462679585e-32,10.48478,CALM2_INSR,H1
619,2,1.729456462679585e-32,9.1673565,LTBP3_ITGB5,H1
620,2,1.1672206798518815e-31,19.143831,HLA-B_CANX,H1
621,2,1.4744855123068833e-31,17.928179,EFNB1_ERBB2,H1
622,2,1.9095186865672776e-31,13.152529,APP_NCSTN,H1
623,2,2.5787192660632054e-31,19.999102,APP_NOTCH2,H1
625,2,1.564262680208643e-30,12.673528,MMP9_CD44,H1
628,2,7.957765501002164e-30,7.3327956,ADAM10_NOTCH1,H1
629,2,1.4101876671562262e-29,8.643616,GNAI2_CNR1,H1
632,2,3.133687312135915e-29,10.975828,JAG2_NOTCH2,H1
635,2,7.548607494388678e-28,5.57814,THBS1_SDC4,H1
637,2,8.610422533229679e-28,8.160284,SEMA3F_PLXNA1,H1
638,2,9.627583715455013e-28,11.2415085,NRG4_ERBB2,H1
639,2,1.5314110562465611e-27,5.0984745,LAMA5_ITGB4,H1
640,2,5.483272238861875e-27,9.859366,ADAM10_NOTCH2,H1
643,2,4.0666709691010235e-26,6.208435,EFNB3_EPHB3,H1
644,2,6.472832580365884e-26,12.761564,CALR_ITGAV,H1
645,2,7.152320405325447e-26,5.9845524,CSF1_CSF1R,H1
646,2,1.085291073801726e-25,8.7369995,HMGB1_SDC1,H1
648,2,4.035109019911906e-25,6.707194,CALM3_INSR,H1
649,2,7.744124256280225e-25,7.7120824,CDH1_LRP5,H1
651,2,1.9139620686565597e-24,9.425629,THBS1_SDC1,H1
654,2,1.3063523095459825e-23,10.486719,SAA1_FPR1,H1
655,2,1.5064549400404966e-23,5.3225627,NID1_ITGAV,H1
658,2,1.1913260872187369e-22,9.267939,NID1_PTPRF,H1
661,2,8.27291457649255e-21,5.0278625,HLA-B_LILRB2,H1
663,2,1.4411659943909505e-20,6.801127,APP_NGFR,H1
665,2,1.5055293134353818e-19,5.3134503,MMP2_FGFR1,H1
668,2,1.989203803040955e-17,16.43754,HSP90B1_ERBB2,H1
669,2,2.389072475685158e-17,7.4011326,COL1A2_ITGAV,H1
670,2,2.396871473178866e-17,5.707191,MMP2_PECAM1,H1
672,2,6.459132554429702e-17,5.0722976,COL18A1_ITGB5,H1
677,2,2.290872934214439e-15,13.505424,CDH1_PTPRF,H1
684,2,7.413619895359115e-14,5.291409,CDH1_ITGB7,H1
688,2,6.413277272480177e-13,7.221615,COL1A1_CD44,H1
698,2,2.3794403446796844e-08,6.576734,PTN_SDC1,H1
990,3,2.7805090927848893e-90,9.148936,TNC_ITGA5,H1
991,3,9.266734332812782e-87,22.254574,TGFB1_ITGB6,H1
993,3,3.409502646599032e-81,13.366047,TNC_SDC4,H1
994,3,3.86793503630119e-81,13.485597,TGFB3_ITGB6,H1
995,3,5.3059775402143945e-81,13.467283,FBN1_ITGB6,H1
996,3,1.2024990646233246e-80,24.992134,FN1_ITGB6,H1
997,3,2.0985573909077244e-80,7.5310974,CALM1_PTH2R,H1
998,3,2.1451126222116037e-80,21.689648,TNC_SDC1,H1
1000,3,2.1802296474017548e-79,12.577203,TNC_ITGB6,H1
1001,3,1.7405060816525603e-78,37.03622,HSP90AA1_ERBB2,H1
1002,3,3.0441342721940453e-78,11.073627,FN1_ITGA5,H1
1003,3,8.317638037165818e-78,15.686477,CDH1_ERBB3,H1
1005,3,7.085461873025919e-76,34.50713,CDH1_PTPRF,H1
1006,3,7.284652520343644e-76,16.470087,MDK_ALK,H1
1007,3,1.9162612978936486e-75,12.518246,TGFA_ERBB2,H1
1008,3,1.0597462861250775e-74,5.718296,TGS1_RXRA,H1
1009,3,1.403822851604717e-74,7.7723446,PTHLH_RAMP2,H1
1010,3,2.1380087709145713e-74,14.254282,CDH1_ITGB7,H1
1011,3,6.059440171362522e-74,7.1376143,CEL_CXCR4,H1
1015,3,8.233024466837432e-72,31.587345,HSP90B1_ERBB2,H1
1016,3,8.579251931494775e-72,9.021548,TNC_ITGAV,H1
1017,3,4.638929912827187e-71,5.086826,LTBP1_ITGB5,H1
1020,3,4.258446082928978e-70,6.4548335,AREG_ERBB3,H1
1021,3,8.708317384163865e-70,20.10869,PSAP_AR,H1
1022,3,1.0472098283292361e-69,9.323902,GNAI2_F2R,H1
1024,3,8.946227306665566e-69,9.328968,CALM3_AR,H1
1025,3,9.43754978504599e-69,5.0390735,PRG4_CD44,H1
1026,3,6.488497425691982e-68,13.344583,FN1_ITGAV,H1
1027,3,3.4720401343137814e-67,8.792934,FN1_ITGB7,H1
1028,3,1.347330453162928e-66,5.95056,FN1_SDC2,H1
1030,3,5.452491129094363e-66,6.158408,PTHLH_RAMP3,H1
1037,3,9.590097895241562e-64,5.2531595,PLAU_ITGAV,H1
1039,3,1.2044530143160069e-62,6.167929,CDH1_LRP5,H1
1040,3,1.6384986996036868e-62,5.0242095,ARF1_PLD2,H1
1042,3,4.3345092796801926e-62,6.030605,ARF1_INSR,H1
1045,3,7.460522678188495e-62,6.584792,HSPG2_FGFR1,H1
1046,3,1.2328674252216793e-61,7.5628514,FN1_CD79A,H1
1047,3,6.419321913624589e-61,11.266192,COL1A1_ITGAV,H1
1048,3,2.411264344522775e-60,5.575494,MFNG_NOTCH2,H1
1049,3,2.8705044305492093e-59,10.684277,HGF_SDC1,H1
1052,3,1.1917871941256427e-57,6.059232,CXCL10_SDC4,H1
1053,3,5.09299499284523e-57,5.099131,COL4A5_ITGAV,H1
1058,3,1.7457501678360182e-55,5.6188745,VEGFA_ITGAV,H1
1059,3,1.844352123881339e-55,5.5871463,FBN1_ITGAV,H1
1061,3,2.7689412846552395e-55,6.48173,S100A10_TRPV6,H1
1062,3,3.185407578928065e-55,9.714316,FN1_CD44,H1
1063,3,4.1398067969014025e-55,13.718502,HLA-B_CANX,H1
1066,3,1.7651664379256484e-54,6.6666484,CCL5_SDC4,H1
1067,3,2.613860591636078e-54,7.1080956,COL4A1_ITGAV,H1
1071,3,1.3511101286706787e-51,8.931101,SEMA4C_PLXNB2,H1
1072,3,1.4004214491640275e-51,6.9650855,VCAM1_EZR,H1
1076,3,1.2269211709357288e-50,5.681807,CALM2_INSR,H1
1078,3,3.5479642355838405e-50,5.1036725,PSEN1_NOTCH2,H1
1081,3,1.6482929608261242e-49,5.445384,ICAM1_ITGAX,H1
1086,3,1.1836935428127576e-48,6.18113,APP_NCSTN,H1
1088,3,2.1135189369929976e-48,5.521466,TGFB1_ITGAV,H1
1092,3,5.012978405630905e-47,5.8591247,JAG2_NOTCH2,H1
1098,3,4.025231731321776e-46,5.8637075,ADAM10_NOTCH2,H1
1102,3,3.8411613431328897e-45,5.647054,VCAM1_ITGB2,H1
1103,3,4.180869775340015e-45,8.665109,COL1A2_ITGAV,H1
1106,3,1.8205171753951996e-44,7.072196,APOE_LRP6,H1
1108,3,3.5224887655692434e-44,5.5806127,B2M_KLRD1,H1
1109,3,1.0333257286956572e-43,9.108912,EFNB1_ERBB2,H1
1111,3,2.5520263302510156e-43,7.057774,HLA-B_KLRD1,H1
1115,3,2.4921260375951305e-42,10.359532,CALR_ITGAV,H1
1117,3,4.364436104400136e-42,10.460901,APP_NOTCH2,H1
1120,3,5.11940184184516e-41,6.025217,IGFBP4_LRP6,H1
1125,3,7.0634994493300504e-40,5.90684,CALM2_AQP1,H1
1131,3,2.128417265663172e-37,5.2623863,APP_NGFR,H1
1135,3,8.748225265753219e-37,5.998942,HLA-E_KLRD1,H1
1157,3,1.4980311518758885e-29,5.6478677,HMGB1_SDC1,H1
1158,3,1.5208343134529652e-29,5.204762,HLA-C_CD3G,H1
1159,3,1.9954270545716146e-29,5.6223435,HLA-B_CD3G,H1
1165,3,4.4113840346840966e-27,7.588368,SEMA4D_ERBB2,H1
1182,3,1.505909125472625e-22,5.418231,NID1_PTPRF,H1
1186,3,1.755227512345685e-21,12.788154,MDK_SDC4,H1
1485,4,6.472464885954095e-59,20.117609,HLA-A_CD3G,H1
1486,4,1.7707026611508403e-58,18.29094,TGFB1_CXCR4,H1
1487,4,2.0433404686211307e-58,23.2434,HLA-B_CD3G,H1
1488,4,3.1080934659865657e-58,19.10706,HLA-C_CD3G,H1
1489,4,1.44081774365852e-57,16.483887,EREG_ERBB2,H1
1490,4,4.480187195504348e-57,24.436907,B2M_CD247,H1
1492,4,4.733300523046795e-56,19.238272,B2M_CD3G,H1
1493,4,2.186613235117184e-55,10.637954,COL18A1_KDR,H1
1495,4,6.000688537093503e-55,22.023983,LYZ_ITGAL,H1
1496,4,6.000688537093503e-55,18.462591,COL1A1_CD44,H1
1497,4,7.900631201344757e-55,7.93472,CD40LG_ITGB2,H1
1498,4,9.839192845474743e-55,10.166578,ICAM1_IL2RG,H1
1499,4,1.3431711712543974e-54,7.6867037,EFNA1_EPHA4,H1
1500,4,2.595362278512698e-54,12.967618,IL16_CD4,H1
1501,4,3.0496666897529114e-54,8.449975,MIF_CXCR4,H1
1502,4,4.222360923485792e-54,9.084269,CXCL9_CXCR3,H1
1503,4,4.222360923485792e-54,11.306399,HLA-E_KLRD1,H1
1504,4,7.383999146189571e-54,28.095652,C3_CD19,H1
1506,4,1.8401794697474075e-53,12.542509,HLA-B_KLRD1,H1
1507,4,2.0229750822438917e-53,13.384934,CXCL14_CXCR4,H1
1508,4,6.533952338206543e-53,12.694285,GNAI2_CNR1,H1
1509,4,4.134378359278393e-52,15.609774,MMP9_CD44,H1
1511,4,6.300715230026579e-51,7.239728,TGFB1_TGFBR2,H1
1513,4,1.4993915018942075e-50,12.846185,LGALS9_CD44,H1
1514,4,2.1380083257818813e-49,11.563278,CCL21_CCR7,H1
1516,4,2.353385942591251e-49,10.707593,B2M_KLRD1,H1
1517,4,1.7753680879848864e-48,11.00535,SEMA4D_PLXNB2,H1
1518,4,3.6518296400728985e-48,8.331284,HMGB1_CXCR4,H1
1519,4,7.269903266567014e-48,17.862701,B2M_HLA-F,H1
1521,4,3.1442851785088786e-47,13.9409895,NRG4_ERBB2,H1
1524,4,9.818345445667164e-47,20.098516,VIM_CD44,H1
1526,4,2.8495858482511624e-46,9.076249,JAM3_ITGB2,H1
1527,4,3.3266474234787067e-46,13.436913,NRG2_ERBB2,H1
1528,4,1.0117201292115534e-45,8.843643,SLIT2_SDC1,H1
1531,4,1.5250889948803248e-44,6.1785264,VCAN_CD44,H1
1532,4,2.9637016675735666e-44,13.107615,PKM_CD44,H1
1533,4,4.1798796922111034e-44,11.049591,TIMP3_CD44,H1
1534,4,7.070880090963661e-44,16.417238,CCL19_CCR7,H1
1535,4,3.634602173416901e-43,6.603743,ZG16B_CXCR4,H1
1536,4,9.807334374848756e-42,16.76127,SEMA4D_ERBB2,H1
1538,4,1.9377745341399337e-41,9.535393,ICAM1_ITGAL,H1
1540,4,7.966088051812901e-41,15.659984,B2M_CD3D,H1
1541,4,1.0828647032546742e-40,7.9406724,GNAI2_CXCR2,H1
1542,4,1.7264424014174164e-40,8.87583,CXCL12_CXCR4,H1
1544,4,8.104642574714063e-40,10.147446,CCL5_CXCR3,H1
1547,4,3.48849679505072e-39,7.4879236,TGFB1_ITGAV,H1
1548,4,7.108268531877639e-39,10.258292,GRN_TNFRSF1B,H1
1551,4,3.531405858380665e-38,6.2012167,COL4A5_ITGAV,H1
1552,4,5.479817031723514e-38,7.703542,TIMP2_CD44,H1
1553,4,8.112123754177985e-37,5.641563,MFNG_NOTCH2,H1
1555,4,1.8172667828018415e-36,6.237982,PROC_ITGB2,H1
1556,4,2.2688811014666536e-36,12.828663,FN1_CD44,H1
1558,4,4.96948895551564e-36,8.290398,CCL21_CXCR3,H1
1559,4,5.868591845155539e-36,5.595803,MIF_CD44,H1
1561,4,5.885951276695083e-36,10.789732,BST2_LILRA4,H1
1563,4,2.1082608531574903e-35,12.722685,COL1A2_CD44,H1
1565,4,4.005614738998494e-34,5.781056,SEMA4D_PLXNB1,H1
1566,4,8.013825703867309e-34,5.4583507,GNAI2_CCR5,H1
1569,4,9.160582361661945e-33,5.8680987,NID1_ITGAV,H1
1573,4,5.2580115572028385e-31,9.072184,NID1_PTPRF,H1
1574,4,2.7476817327003773e-30,10.234344,GNAI2_CXCR3,H1
1576,4,6.528798149862172e-30,11.388585,CCL19_CXCR3,H1
1579,4,9.027016788009843e-30,8.864015,ICAM3_ITGAL,H1
1580,4,9.221844807412293e-30,9.2831545,NRG1_ERBB2,H1
1581,4,2.8883881199506213e-29,5.2151303,FBN1_ITGAV,H1
1583,4,6.015655909408915e-29,7.387618,COL4A1_ITGAV,H1
1586,4,4.346356676327138e-28,5.8566003,APP_NGFR,H1
1587,4,4.842900564217851e-28,5.4945493,VWF_SIRPA,H1
1588,4,5.887245541135952e-28,5.9068947,VCAM1_ITGB2,H1
1589,4,9.34805816300163e-28,6.793692,ICAM1_ITGAX,H1
1592,4,5.218574815176462e-27,7.179036,ICAM1_ITGB2,H1
1595,4,1.0344592784543653e-25,8.536846,COL1A1_ITGAV,H1
1600,4,1.3444210860859123e-24,6.2018523,FN1_CD79A,H1
1604,4,5.65180830759795e-24,7.4540334,ICAM2_ITGAL,H1
1605,4,1.009887903760894e-22,8.983232,C3_ITGAX,H1
1607,4,1.5506087707624918e-22,9.454976,LGALS1_PTPRC,H1
1611,4,2.1800732666550845e-21,6.6289353,TGFA_ERBB2,H1
1613,4,1.9656296865679225e-20,7.1302977,FN1_ITGAV,H1
1623,4,6.663944863705831e-19,6.2334046,FN1_ITGB7,H1
1625,4,1.1897816996779593e-18,6.52597,COL1A2_ITGAV,H1
1630,4,7.025144181583984e-18,6.93567,FN1_ITGA5,H1
1631,4,7.474675257767e-18,5.7278905,MDK_ALK,H1
1640,4,2.1546960273251944e-16,6.7768483,APP_NOTCH2,H1
1651,4,3.429841742775391e-14,6.9290695,CALR_ITGAV,H1
1674,4,9.212533170238849e-10,5.0566163,SELPLG_ITGB2,H1
1708,4,0.00024539368983462914,7.305129,HLA-B_CD3D,H1
1980,5,2.3766579783556508e-99,8.497768,HSPG2_ITGB1,H1
1981,5,3.119043488781019e-99,8.5815525,CD14_ITGB1,H1
1982,5,3.119043488781019e-99,10.760613,COL6A2_ITGB1,H1
1983,5,3.119043488781019e-99,8.558506,FBLN1_ITGB1,H1
1984,5,1.8808878872148965e-98,9.861552,LGALS3BP_ITGB1,H1
1985,5,8.614984042100968e-96,6.6010375,TGFB1_ITGB1,H1
1986,5,4.885547759925725e-95,11.335274,LGALS1_ITGB1,H1
1987,5,1.1340388223142185e-94,7.942979,COL18A1_ITGB1,H1
1988,5,1.9595646971756687e-94,11.960178,MDK_ITGB1,H1
1990,5,2.0752869542816427e-92,6.2183795,ADAM15_ITGB1,H1
1992,5,5.379908909018063e-92,8.673285,COL1A1_ITGB1,H1
1994,5,1.510077683744911e-90,6.0674925,LAMB2_ITGB1,H1
2004,5,3.3512302906550905e-60,10.608899,LPL_SDC1,H1
2011,5,1.9578381007436883e-53,5.9671125,L1CAM_ERBB2,H1
2028,5,9.071880688854461e-29,5.238967,COL6A2_ITGA1,H1
2029,5,1.1316269911416086e-28,6.1349277,BST2_LILRA4,H1
2038,5,8.243348992365851e-26,6.280652,CXCL8_SDC1,H1
2042,5,1.2185786773088706e-21,6.1585517,COL1A1_ITGA5,H1
2057,5,1.6423194068328885e-13,6.520624,S100A8_ITGB2,H1
2062,5,4.0787156222940233e-13,8.478415,MMP9_ITGB2,H1
2063,5,5.903333022270487e-13,5.8717666,C3_ITGAX,H1
2089,5,2.4800012156172065e-08,6.4068284,HLA-C_CD3D,H1
2094,5,8.459487101410448e-08,12.652341,HSPG2_SDC1,H1
2095,5,1.0037590398062695e-07,7.269945,CD14_ITGB2,H1
2101,5,1.3383646928957054e-06,7.173261,HLA-B_CD3D,H1
2102,5,1.4295389732730945e-06,6.0521545,COL18A1_GPC1,H1
2104,5,5.7519583235831185e-06,14.524628,S100A4_ERBB2,H1
2108,5,1.1675873521326997e-05,5.537921,ICAM3_ITGB2,H1
2131,5,0.0008609291348114197,5.2915926,CCL5_SDC1,H1
2136,5,0.0013284301310820148,8.62271,HLA-A_CD3D,H1
2153,5,0.010376554310862797,14.05456,S100A9_ITGB2,H1
2168,5,0.03169827237382848,8.133167,GRN_TNFRSF1A,H1
2169,5,0.03608558861208758,9.063198,C3_ITGB2,H1
2173,5,0.04684410025771981,16.34573,MDK_SDC1,H1
2475,6,5.786791851434722e-35,11.464221,PSEN1_NCSTN,H1
2476,6,5.786791851434722e-35,36.44897,CDH1_ERBB3,H1
2477,6,5.786791851434722e-35,93.020584,HSP90AA1_ERBB2,H1
2478,6,5.786791851434722e-35,13.225161,AREG_ERBB3,H1
2479,6,5.786791851434722e-35,77.19237,HSP90B1_ERBB2,H1
2480,6,5.786791851434722e-35,27.891705,TNC_ITGB6,H1
2481,6,5.786791851434722e-35,24.888441,CALM3_AR,H1
2482,6,5.786791851434722e-35,17.736403,ARF1_INSR,H1
2483,6,5.786791851434722e-35,24.033823,SEMA4C_PLXNB2,H1
2484,6,5.786791851434722e-35,67.904854,CDH1_PTPRF,H1
2485,6,5.786791851434722e-35,24.901762,TNC_SDC4,H1
2486,6,5.786791851434722e-35,45.652805,FN1_ITGB6,H1
2487,6,5.786791851434722e-35,12.88921,CALM1_INSR,H1
2488,6,5.786791851434722e-35,6.218718,INHA_ACVR2B,H1
2489,6,5.786791851434722e-35,6.1481724,DLK2_NOTCH1,H1
2490,6,5.786791851434722e-35,17.004189,S100A10_TRPV6,H1
2491,6,6.396313365278532e-35,13.161435,ARF1_PLD2,H1
2492,6,6.396313365278532e-35,11.581538,LTBP1_ITGB5,H1
2493,6,6.396313365278532e-35,14.176037,CXCL10_SDC4,H1
2494,6,6.396313365278532e-35,17.371054,TNC_ITGAV,H1
2495,6,6.396313365278532e-35,21.455061,TGFB3_ITGB6,H1
2496,6,6.396313365278532e-35,15.030695,VEGFA_ITGAV,H1
2497,6,6.396313365278532e-35,8.565908,PSEN1_NOTCH3,H1
2498,6,6.552494547275562e-35,7.884515,VEGFA_NRP1,H1
2499,6,6.552494547275562e-35,7.257632,PSEN1_NOTCH1,H1
2500,6,6.933557608308774e-35,7.218807,TNF_NOTCH1,H1
2501,6,1.0480971325311919e-34,12.620442,PSEN1_NOTCH2,H1
2502,6,1.0480971325311919e-34,6.725667,LTA_LTBR,H1
2503,6,1.0844297431267564e-34,19.564257,CALM2_INSR,H1
2504,6,1.1448499428052635e-34,15.3403225,CALM3_INSR,H1
2505,6,1.164102849252404e-34,6.731084,TNC_EGFR,H1
2506,6,1.164102849252404e-34,7.097785,INHA_ACVR1,H1
2507,6,1.1878883894325773e-34,10.541168,TNF_FFAR2,H1
2508,6,1.4869323638629773e-34,26.058588,APP_NCSTN,H1
2509,6,1.5677859046167921e-34,32.418003,EFNB1_ERBB2,H1
2510,6,1.6215049671567558e-34,5.7064347,FGF4_FGFR1,H1
2511,6,1.7929403624544774e-34,7.8278036,FN1_ITGB8,H1
2512,6,1.8299461875489646e-34,6.7787223,FGF4_FGFR4,H1
2513,6,2.0567718975534156e-34,13.24795,CALM1_PTH2R,H1
2514,6,2.1017316064991163e-34,12.029596,APP_AGER,H1
2516,6,2.163280565381536e-34,10.252954,TGS1_RXRA,H1
2517,6,2.9488020529723517e-34,12.556617,ADAM9_ITGAV,H1
2518,6,3.2572019845189095e-34,24.097757,FN1_ITGAV,H1
2519,6,3.941694804240496e-34,6.961558,THBS2_NOTCH3,H1
2520,6,4.665646882634275e-34,7.7323074,ITGB3BP_ITGB5,H1
2521,6,4.846444824264097e-34,40.72802,MDK_SDC4,H1
2522,6,5.438780677556171e-34,25.98619,MDK_ALK,H1
2523,6,6.005647985285099e-34,21.73738,FBN1_ITGB6,H1
2525,6,7.422116431015164e-34,22.721722,CDH1_ITGB7,H1
2526,6,7.600932720724322e-34,16.32953,EFNB1_EPHB4,H1
2527,6,7.67396012838682e-34,7.396507,MFAP5_NOTCH1,H1
2528,6,8.647206892163157e-34,14.339197,PTHLH_RAMP2,H1
2529,6,1.0463707264478292e-33,6.155383,VCL_ITGB5,H1
2530,6,1.1625366751292472e-33,5.301046,PLAU_ITGB5,H1
2531,6,1.3045527178594564e-33,12.574035,S100A8_AGER,H1
2532,6,1.6416046460385684e-33,12.618288,CDH1_EGFR,H1
2533,6,1.6426822982556144e-33,11.989415,HSP90AA1_EGFR,H1
2534,6,2.1800369215667436e-33,12.291194,VCAM1_EZR,H1
2535,6,2.1800369215667436e-33,18.215979,HMGB1_SDC1,H1
2536,6,2.1959993881880325e-33,18.017685,ADAM10_NOTCH2,H1
2537,6,2.209753705399586e-33,11.936301,ADAM10_NOTCH1,H1
2538,6,2.3024174202143838e-33,19.78149,COL1A2_ITGAV,H1
2539,6,4.206620235466838e-33,29.363235,APP_NOTCH2,H1
2540,6,4.5931217800130665e-33,6.910607,COL1A2_ITGA11,H1
2541,6,5.4130364472579735e-33,11.18087,COL4A5_ITGAV,H1
2542,6,8.658527540384296e-33,6.5649333,ACE_BDKRB2,H1
2544,6,9.228302057557668e-33,6.417178,ARF4_EGFR,H1
2545,6,1.2360446063047288e-32,5.81861,TNF_TRAF2,H1
2546,6,1.3272947443102267e-32,17.768156,HGF_SDC1,H1
2547,6,1.679718252345357e-32,8.899968,PLAU_ITGAV,H1
2548,6,1.9033536191067817e-32,8.017888,ADAM9_ITGB5,H1
2549,6,2.1794445426086864e-32,8.855208,PRG4_CD44,H1
