"","ligand","receptor","species","celltype_sender","celltype_receiver","lr_co_exp_num","lr_co_ratio","lr_co_ratio_pvalue","score"
"3313","SPP1","ITGB5","Human","TStroma","TPancreatic_tissue",43,0.144295302013423,0.006,0.800933368427517
"3322","TLN1","ITGB5","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0,0.803347035481647
"3332","COL4A2","ITGB5","Human","TStroma","TPancreatic_tissue",55,0.184563758389262,0,0.803347035481647
"3341","ADAM9","ITGB5","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.226,0.706762788769241
"3351","COL18A1","ITGB5","Human","TStroma","TPancreatic_tissue",41,0.13758389261745,0.015,0.797299167518626
"3362","LTBP3","ITGB5","Human","TStroma","TPancreatic_tissue",40,0.134228187919463,0.002,0.802543286370472
"3371","LTBP1","ITGB5","Human","TStroma","TPancreatic_tissue",18,0.0604026845637584,0,0.803347035481647
"3381","LAMC3","ITGA2","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.026,0.731964034117838
"3392","COL6A1","ITGA2","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0.288,0.625821184743259
"3402","COL6A2","ITGA2","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0.455,0.547530750026669
"3414","MMP1","ITGA2","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0.656,0.435000228293349
"3422","HSPG2","ITGA2","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0.594,0.472577761036378
"3432","LAMB3","ITGA2","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0.951,0.164175483363502
"3442","COL1A2","ITGA2","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0.15,0.683785247003968
"3451","COL4A1","ITGA2","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.001,0.741298306039325
"3462","FN1","ITGA2","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.191,0.667090144356028
"3472","COL7A1","ITGA2","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.466,0.541977044214137
"3482","COL3A1","ITGA2","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0.051,0.722509180528071
"3491","GAS6","AXL","Human","TStroma","TPancreatic_tissue",51,0.171140939597315,0,0.999204090389259
"3501","INS","INSR","Human","TStroma","TPancreatic_tissue",47,0.157718120805369,0,0.956472658799029
"3511","ARF1","INSR","Human","TStroma","TPancreatic_tissue",36,0.120805369127517,0,0.956472658799029
"3521","HRAS","INSR","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0,0.956472658799029
"3531","CALM1","INSR","Human","TStroma","TPancreatic_tissue",45,0.151006711409396,0,0.956472658799029
"3541","PLAU","MRC2","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.011,0.97051472360594
"3551","LGALS9","MRC2","Human","TStroma","TPancreatic_tissue",35,0.11744966442953,0,0.975896999289038
"3561","CALM1","AQP1","Human","TStroma","TPancreatic_tissue",64,0.214765100671141,0,0.708936981301485
"363","EFNA1","EPHA2","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0.025,0.985878948055714
"3643","SEMA4D","PLXNB1","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0,0.888180962613702
"3652","SEMA4A","PLXNB1","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0.252,0.768161009110299
"3703","MDK","SDC4","Human","TStroma","TPancreatic_tissue",51,0.171140939597315,0.067,0.847674064017095
"3711","ALOX5AP","ALOX5","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0,0.794988208092191
"3731","SPTBN2","PTPRA","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0,0.998890684622797
"3741","MDK","SDC1","Human","TStroma","TPancreatic_tissue",53,0.177852348993289,0.007,0.967925262759761
"3751","LAMB2","ITGB1","Human","TStroma","TPancreatic_tissue",3,0.0100671140939597,0.991,0.090402208692017
"3761","MDK","ITGB1","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0,0.95292294992215
"3771","ADAM9","ITGB1","Human","TStroma","TPancreatic_tissue",2,0.00671140939597315,0.689,0.53142010517092
"3781","VEGFA","ITGB1","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.95292294992215
"3791","SPON2","ITGB2","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0.003,0.962812053940589
"380","ICAM2","ITGB2","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0,0.964259529657291
"3821","ADAM9","ITGA6","Human","TStroma","TPancreatic_tissue",4,0.0134228187919463,0.084,0.770725996240226
"3832","VIM","CD44","Human","TStroma","TPancreatic_tissue",37,0.124161073825503,0,0.9118204551982
"3843","SEMA4D","PLXNB2","Human","TStroma","TPancreatic_tissue",28,0.0939597315436242,0,0.949835357737726
"1534","AGTRAP","RACK1","Human","TCancer_region","TDuct_epithelium",16,0.128,0.777,0.463835115786183
"2133","S100A10","CFTR","Human","TCancer_region","TDuct_epithelium",7,0.056,0.976,0.122941790457617
"2143","HSP90AA1","CFTR","Human","TCancer_region","TDuct_epithelium",2,0.016,0.997,0.0434664868618984
"2384","LTB","TNFRSF1A","Human","TCancer_region","TDuct_epithelium",8,0.064,0.117,0.667991641776601
"3161","GNAS","PTGIR","Human","TCancer_region","TDuct_epithelium",2,0.016,0.76,0.347053307067355
"1982","HSPG2","SDC1","Human","TCancer_region","TPancreatic_tissue",6,0.75,0.016,0.740133580240402
"2914","HLA-A","ERBB2","Human","TCancer_region","TPancreatic_tissue",2,0.25,0.596,0.461320759556231
"2924","HSP90B1","ERBB2","Human","TCancer_region","TPancreatic_tissue",2,0.25,0.189,0.653616102531239
"2933","HSP90AA1","ERBB2","Human","TCancer_region","TPancreatic_tissue",2,0.25,0.118,0.681626722889443
"3502","INS","INSR","Human","TCancer_region","TPancreatic_tissue",1,0.125,0.203,0.696406368024928
"3512","ARF1","INSR","Human","TCancer_region","TPancreatic_tissue",1,0.125,0.228,0.68539703786854
"3742","MDK","SDC1","Human","TCancer_region","TPancreatic_tissue",4,0.5,0.008,0.743136162874495
"410","GRN","TNFRSF1A","Human","TPancreatic_tissue","TDuct_epithelium",32,0.516129032258065,0.004,0.717167027118554
"1110","SEMA4G","PLXNB2","Human","TPancreatic_tissue","TDuct_epithelium",11,0.17741935483871,0,0.768948481608486
"1812","TGFB1","SMAD3","Human","TPancreatic_tissue","TDuct_epithelium",2,0.032258064516129,0.552,0.474621519247846
"1911","TGFB1","ITGB6","Human","TPancreatic_tissue","TDuct_epithelium",1,0.0161290322580645,0.86,0.273676776663973
"3013","LAMB1","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",3,0.0483870967741935,0.137,0.679104847396557
"403","COL1A1","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",7,0.112903225806452,0.163,0.668796761677214
"494","FGF23","FGFR3","Human","TPancreatic_tissue","TDuct_epithelium",4,0.0645161290322581,0.048,0.770446288216007
"623","LAMA5","SDC1","Human","TPancreatic_tissue","TDuct_epithelium",4,0.0645161290322581,0.274,0.641548658163334
"652","LAMA5","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",1,0.0161290322580645,0.451,0.54164857485974
"762","LAMC1","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",3,0.0483870967741935,0.025,0.721828026460574
"804","MMP7","SDC1","Human","TPancreatic_tissue","TDuct_epithelium",19,0.306451612903226,0,0.752941596620699
"812","THBS1","SDC1","Human","TPancreatic_tissue","TDuct_epithelium",6,0.0967741935483871,0.191,0.67722900688665
"1063","LAMC2","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",1,0.0161290322580645,0.966,0.134794102407148
"1322","COL6A3","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",5,0.0806451612903226,0.141,0.677529195975652
"1484","SEMA4C","PLXNB2","Human","TPancreatic_tissue","TDuct_epithelium",6,0.0967741935483871,0.005,0.767023701414211
"1535","AGTRAP","RACK1","Human","TPancreatic_tissue","TDuct_epithelium",12,0.193548387096774,0.22,0.814718905987074
"1652","HSP90AA1","FGFR3","Human","TPancreatic_tissue","TDuct_epithelium",10,0.161290322580645,0.007,0.786861900104974
"1693","HMGB1","SDC1","Human","TPancreatic_tissue","TDuct_epithelium",12,0.193548387096774,0.001,0.752565031657601
"1873","SEMA4A","PLXNB2","Human","TPancreatic_tissue","TDuct_epithelium",3,0.0483870967741935,0.203,0.686477653381589
"1983","HSPG2","SDC1","Human","TPancreatic_tissue","TDuct_epithelium",27,0.435483870967742,0.017,0.746514159348005
"2385","LTB","TNFRSF1A","Human","TPancreatic_tissue","TDuct_epithelium",16,0.258064516129032,0,0.718605678568677
"2393","LAMC3","ITGB4","Human","TPancreatic_tissue","TDuct_epithelium",3,0.0483870967741935,0.247,0.62876616004326
"2402","LAMB2","ITGB4","Human","TPancreatic_tissue","TDuct_epithelium",9,0.145161290322581,0.393,0.564528689173235
"2413","LAMA5","ITGB4","Human","TPancreatic_tissue","TDuct_epithelium",2,0.032258064516129,0.749,0.363018311758304
"2423","LAMC1","ITGB4","Human","TPancreatic_tissue","TDuct_epithelium",6,0.0967741935483871,0.037,0.711057653870242
"2433","LAMB3","ITGB4","Human","TPancreatic_tissue","TDuct_epithelium",7,0.112903225806452,0.884,0.246786083973077
"2443","LAMB1","ITGB4","Human","TPancreatic_tissue","TDuct_epithelium",8,0.129032258064516,0.124,0.678178043507291
"2492","AFDN","NECTIN2","Human","TPancreatic_tissue","TDuct_epithelium",1,0.0161290322580645,0.944,0.177322540954397
"3132","FBN1","ITGB6","Human","TPancreatic_tissue","TDuct_epithelium",3,0.0483870967741935,0.116,0.687701641220861
"3382","LAMC3","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",1,0.0161290322580645,0.348,0.590276142469231
"3393","COL6A1","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",5,0.0806451612903226,0.045,0.714386301655853
"3403","COL6A2","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",7,0.112903225806452,0.075,0.70307604162556
"3415","MMP1","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",7,0.112903225806452,0.162,0.669196162585718
"3423","HSPG2","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",7,0.112903225806452,0.159,0.670392937603028
"3433","LAMB3","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",2,0.032258064516129,0.711,0.392988963422464
"3443","COL1A2","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",7,0.112903225806452,0.042,0.715507494553406
"3452","COL4A1","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",5,0.0806451612903226,0.006,0.728827288172504
"3463","FN1","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",1,0.0161290322580645,0.903,0.227676024613124
"3483","COL3A1","ITGA2","Human","TPancreatic_tissue","TDuct_epithelium",7,0.112903225806452,0.035,0.718116803792215
"3492","GAS6","AXL","Human","TPancreatic_tissue","TDuct_epithelium",1,0.0161290322580645,0.995,0.0528455498529957
"3653","SEMA4A","PLXNB1","Human","TPancreatic_tissue","TDuct_epithelium",1,0.0161290322580645,0.688,0.418537651154199
"3743","MDK","SDC1","Human","TPancreatic_tissue","TDuct_epithelium",18,0.290322580645161,0,0.752941596620699
"3844","SEMA4D","PLXNB2","Human","TPancreatic_tissue","TDuct_epithelium",4,0.0645161290322581,0.054,0.747898757807582
"412","GRN","TNFRSF1A","Human","TPancreatic_tissue","TStroma",85,0.26813880126183,0.997,0.039079208323843
"532","TNFSF10","RIPK1","Human","TPancreatic_tissue","TStroma",21,0.0662460567823344,0,0.772359664397508
"931","VWF","SIRPA","Human","TPancreatic_tissue","TStroma",30,0.0946372239747634,0,0.80115502275406
"1182","CALM2","AQP1","Human","TPancreatic_tissue","TStroma",62,0.195583596214511,0,0.709101523013475
"1212","APP","NCSTN","Human","TPancreatic_tissue","TStroma",58,0.182965299684543,0,0.741352123566093
"1232","CALM3","AQP1","Human","TPancreatic_tissue","TStroma",56,0.176656151419558,0,0.709101523013475
"1242","TNFSF12","TNFRSF12A","Human","TPancreatic_tissue","TStroma",20,0.0630914826498423,0.005,0.913663912889868
"1292","VCAM1","EZR","Human","TPancreatic_tissue","TStroma",55,0.173501577287066,0,0.722151919259845
"1502","EFEMP2","AQP1","Human","TPancreatic_tissue","TStroma",50,0.157728706624606,0,0.709101523013475
"1536","AGTRAP","RACK1","Human","TPancreatic_tissue","TStroma",60,0.189274447949527,0.03,0.912933787052784
"159","CSF1","SIRPA","Human","TPancreatic_tissue","TStroma",22,0.0694006309148265,0,0.80115502275406
"2343","CALM1","SCTR","Human","TPancreatic_tissue","TStroma",76,0.239747634069401,0,0.785468298731665
"2386","LTB","TNFRSF1A","Human","TPancreatic_tissue","TStroma",29,0.0914826498422713,0,0.713485464280414
"2461","LTB","LTBR","Human","TPancreatic_tissue","TStroma",33,0.10410094637224,0,0.915330290412299
"2471","HLA-B","CANX","Human","TPancreatic_tissue","TStroma",45,0.141955835962145,0,0.746258946487509
"2552","CD14","RIPK1","Human","TPancreatic_tissue","TStroma",26,0.082018927444795,0,0.772359664397508
"3291","PSEN1","NCSTN","Human","TPancreatic_tissue","TStroma",16,0.0504731861198738,0,0.741352123566093
"3542","PLAU","MRC2","Human","TPancreatic_tissue","TStroma",14,0.0441640378548896,0.018,0.987663893129877
"3552","LGALS9","MRC2","Human","TPancreatic_tissue","TStroma",28,0.0883280757097792,0.002,0.995677524631287
"3562","CALM1","AQP1","Human","TPancreatic_tissue","TStroma",59,0.186119873817035,0,0.709101523013475
"3591","GNAS","VIPR1","Human","TPancreatic_tissue","TStroma",49,0.154574132492114,0,0.792447856927241
"3601","PTMA","VIPR1","Human","TPancreatic_tissue","TStroma",52,0.16403785488959,0,0.792447856927241
"3611","CALM1","VIPR1","Human","TPancreatic_tissue","TStroma",42,0.132492113564669,0,0.792447856927241
"3811","VEGFA","SIRPA","Human","TPancreatic_tissue","TStroma",29,0.0914826498422713,0,0.80115502275406
"1813","TGFB1","SMAD3","Human","TPancreatic_tissue","TCancer_region",1,0.166666666666667,0.161,0.664134557553642
"1537","AGTRAP","RACK1","Human","TPancreatic_tissue","TCancer_region",1,0.166666666666667,0.645,0.446833335790934
"3503","INS","INSR","Human","TPancreatic_tissue","TCancer_region",1,0.166666666666667,0.18,0.706756547872531
